titleId,imdbUrl,originalTitle,titleType,releaseYear,runtimeMinutes,isAdult,imdbRating,numberOfVotes,allCountries,mainCountry,allLanguages,firstLanguage,englishTitle,topFiveActors,directors,writers,plotShort,plotMedium,plotLong,genres,keywords,production,tmdb_id,budget,revenue,tmdb_popularity,tmdb_vote_average,tmdb_vote_count,original_language,tagline,status,spoken_languages,production_countries,aggregateRating,totalVotes,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,ml_rating_count,ml_rating_mean,ml_rating_std,ml_rating_median,ml_rating_0_5,ml_rating_1_0,ml_rating_1_5,ml_rating_2_0,ml_rating_2_5,ml_rating_3_0,ml_rating_3_5,ml_rating_4_0,ml_rating_4_5,ml_rating_5_0,ml_tags,arthouse_score,arthouse_reasoning,is_arthouse_rule,arthouse_source
tt3894762,https://www.imdb.com/title/tt3894762/,Simply gay le film,movie,2014.0,71.0,False,8.6,94.0,CH,CH,"fr, en, de",fr,,"Jean Charles Desmoulins, Kevin Bass, Benjamin Karmer, Fred Bauchet, Greg Nashvil","Benjamin Karmer, Greg Nashvil","Benjamin Karmer, Greg Nashvil, Greg Nashvil",,"Benjamin, repulsed Young man, and rejected by his and his family tries to manage all on his own having been thrown outside of the place of residence of her mother continuation has his Coming out - Having other appeal than the prostitution to take out there, he lives in the roaming street at nights has the search for ""Clents"", to survive and also help in secret her mother, depressive and person with suicidal tendencies - In the bend of a night-meeting he crosses Sophie's path - Psychologist but eaten away by the disappearance of Her parents - She will become her best friend and trying confidante, in vain to retie the family links.","Benjamin, Jeune homme refoulé , et rejeté par les siens et sa famille tente de se débrouiller par ses propres moyens après s'être fait jeter dehors du domicile de sa mère suite a son Coming Out...N'ayant d'autre recours que la prostitution pour s'en sortir, il vit dans la rue ...errant les nuits a la recherche de ""Clients"", afin de survivre et aussi d'aider en secret sa mère, dépressive et suicidaire...Au détour d'une rencontre nocturne il croise le chemin de Sophie...Psychologue mais rongée par la disparition de ses parents...Elle deviendra sa meilleure amie et confidente..tentant, en vain de renouer les liens familiaux...","Drama, Family",gay,"Nash Prod Label & Productions, Nashprod Movies",284630.0,10000.0,0.0,0.0648,8.4,6.0,fr,,Released,French,CH,8.7,96.0,11.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,3.0,71.0,,,,,,,,,,,,,,,,3.0,Limited information suggests indie drama with mainstream family a,True,rule_only
tt16242538,https://www.imdb.com/title/tt16242538/,Motherboard,movie,2024.0,90.0,False,6.0,9.0,GB,GB,en,en,Motherboard,"Victoria Mapplebeck, Jim Mapplebeck",Victoria Mapplebeck,Victoria Mapplebeck,"Victoria Mapplebeck turned the camera on herself when she found herself single, pregnant, and broke at 38. Shot over two decades, 'Motherboard' is a celebration of solo motherhood and proof that epic journeys can begin and end at home.",,"'Motherboard' is a feature documentary exploring motherhood, filmed over 20 years by BAFTA award-winning British director Victoria Mapplebeck. At the age of 38, Victoria found herself single, pregnant and broke. Unable to combine motherhood with freelance directing, she was forced to abandon her career in TV, instead turning the camera on herself and her son, Jim. Victoria first began documenting their lives with her old DVCAM before shooting almost daily on five generations of smartphones, from the iPhone 6 to the iPhone 15. She recorded hundreds of hours of footage, capturing each twist and turn in Jim's life, from the thumbs-up he gave her during her first scan, to his first day at college. As Jim grows up, Victoria charts the trials, traumas and occasional triumphs of their single parent family. We see the good times, the holidays, the birthdays, the bedtime routine, Jim's love of singing and dancing. But we also see the bad times, Victoria's breast cancer diagnosis and treatment, the disappointments Jim felt when he met with his dad for the first time and in his late teens, his struggles with depression and binge drinking. MOTHERBOARD lifts the lid on Victoria's life as a lone parent, we see the monumental bust ups, when tempers fray and doors slam. But we also see Victoria and Jim's camaraderie and humour as Jim grows up and they live their increasingly separate lives side by side. Victoria captures a life where breast cancer, absent fathers and depression are part of the package, but where life still wins every time. 'Motherboard' is the antidote to the judgmental and unrealistic expectations we have about motherhood, creating an honest, funny and relatable film for any mother who has wept tears of both joy and frustration.",Documentary,,"Autlook Filmsales, First Person Films",1245192.0,0.0,0.0,0.0404,9.0,1.0,en,,Released,English,GB,7.3,59.0,1.0,2.0,1.0,3.0,3.0,11.0,13.0,11.0,9.0,5.0,,,,,,,,,,,,,,,,8.0,"Personal documentary essay with auteur vision, experimental tempo",False,llm_only
tt32777912,https://www.imdb.com/title/tt32777912/,Aqui há solo fértil,movie,2024.0,57.0,False,,,PT,PT,,,,"Manuela Antunes, Miguel Cardoso, Pedro Cardoso, Ricardo Correia, Raúl Coutinho",Tiago Resende,Tiago Resende,"Once a year, the walls of a partisan headquarters give way to the germination of new fruit in the fertile fields of culture. A headquarters is occupied, the streets are occupied, the historic centre is occupied. All this is politics.",,,Documentary,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"Experimental documentary with politicized poetic vision, auteur-d",False,llm_only
tt0010485,https://www.imdb.com/title/tt0010485/,Movimientos brownianos,movie,1919.0,,False,,,ES,ES,zxx,zxx,,,,,"Documentary about particles in solutions, filmed in Dr. Don Antonio de Gregorio Rocasolano's scientific laboratory.",,,Documentary,"year 1919, 1910s, 20th century",Sallumart Films,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,"Early scientific documentary, experimental form, no narrative con",False,llm_only
tt0067641,https://www.imdb.com/title/tt0067641/,Quatre nuits d'un rêveur,movie,1971.0,87.0,False,7.3,3302.0,"FR, IT",FR,fr,fr,Four Nights of a Dreamer,"Isabelle Weingarten, Guillaume des Forêts, Jean-Maurice Monnoyer, Giorgio Maulini, Lidia Biondi",Robert Bresson,"Robert Bresson, Fyodor Dostoevsky","Jacques, a young man with artistic aspirations, spends four nights wandering Paris with a young woman, whom he rescued from suicide.","The 'dreamer' is Jacques, a young painter, who by chance runs into Marthe as she's contemplating suicide on the Pont-Neuf in Paris. They talk, and agree to see each other again the next night. Gradually, he discovers that her lover promised to meet her on the bridge that night, and he failed to turn up. Over the next couple of nights, Jacques falls in love with her - but on the fourth night her original lover returns...",,"Drama, Romance","artistic creation, disillusionment, riverboat, downward spiral, paris france, minimalism, france, female rear nudity, bridge, female nudity, kiss, male female relationship, hugging, hippie, auto stop, tape recorder, loneliness, desire, painting, artist, suicide attempt","New Yorker Films, Artificial Eye, Bowjapan, Etantje, Minerva Film, Office de Radiodiffusion Télévision Française (ORTF), Albina Productions S.a.r.l., I Film Dell'Orso, Victoria Film, Office de Radiodiffusion Télévision Française (ORTF), Batuki, CTR, Les Films Michel François, Paris Studios Cinéma",55847.0,0.0,0.0,0.6659,7.107,107.0,fr,,Released,French,FR,7.2,4184.0,68.0,39.0,67.0,104.0,252.0,597.0,1008.0,1028.0,488.0,533.0,,,,,,,,,,,,,,,,9.0,"Bresson masterwork with philosophical depth, experimental narrati",False,llm_only
tt8763948,https://www.imdb.com/title/tt8763948/,Lykkelænder,movie,2018.0,70.0,False,6.9,53.0,"DK, GL",DK,"da, kl",da,The Raven and the Seagull,"Aannguaq René J. Hansen, Angunnguaq Larsen, Varna Marianne Nielsen, Vivi Nielsen, Nukâka",Lasse Lau,,The relationship between Greenland and Denmark is full of fantasy and myths. And these are exactly what Danish artist Lasse Lau reflects upon - and in turn documents - in his first feature-length film.,,,Documentary,"greenland, post colonialism",,,,,,,,,,,,,7.0,57.0,2.0,0.0,2.0,3.0,5.0,8.0,18.0,9.0,5.0,5.0,,,,,,,,,,,,,,,,8.0,Documentary auteur work exploring political/cultural mythology th,False,llm_only
tt0019802,https://www.imdb.com/title/tt0019802/,A dança dos paroxismos,movie,1929.0,46.0,False,6.7,134.0,PT,PT,"zxx, pt",zxx,,"Machado Correia, Jorge Brum do Canto, Maria Do Carmo, Maria Emília Vilas, Maria Manuela Varela",Jorge Brum do Canto,Jorge Brum do Canto,A surreal short film in which a young man embarks on a journey through villages and the countryside.,,,,"experimental film, young, man",,145281.0,0.0,0.0,0.0813,7.0,11.0,pt,,Released,No Language,PT,6.7,142.0,10.0,3.0,6.0,5.0,16.0,26.0,33.0,17.0,11.0,15.0,,,,,,,,,,,,,,,,9.0,"1929 surreal experimental film, avant-garde narrative structure, ",False,llm_only
tt0019404,https://www.imdb.com/title/tt0019404/,Sole!,movie,1929.0,76.0,False,5.5,28.0,IT,IT,zxx,zxx,,"Marcello Spada, Vasco Creti, Dria Paola, Vittorio Vaser, Lia Bosco",Alessandro Blasetti,"Alessandro Blasetti, Aldo Vergano","Anticipating the neo realism of over a decade later, Sole uses real locations and non professional actors to dramatize a Mussolini project: to reclaim malarial swamp south of Rome and turn it into farmland and housing.",,,Drama,,Augustus Film,289448.0,0.0,0.0,0.2836,4.8,5.0,it,,Released,No Language,IT,5.6,30.0,4.0,0.0,1.0,2.0,10.0,6.0,4.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,8.0,"Early proto-neorealist film with documentary aesthetic, real loca",False,llm_only
tt11503080,https://www.imdb.com/title/tt11503080/,Z wnetrza,movie,2019.0,90.0,False,5.8,32.0,PL,PL,pl,pl,From Within,"Zofia Beksinska, Tomasz Beksinski, Zdzislaw Beksinski, Piotr Dmochowski","Cezary Grzesiuk, Krystian Kaminski, Tomasz Szwan","Cezary Grzesiuk, Krystian Kaminski","Documentary made entirely out of private home recordings of artist Zdzislaw Beksinski, which show him, his family, his work and everyday life.",,,Documentary,artist,Blue Dream Film,813855.0,0.0,0.0,0.0071,7.0,1.0,pl,,Released,Polish,PL,5.8,33.0,5.0,3.0,4.0,2.0,1.0,1.0,7.0,9.0,0.0,1.0,,,,,,,,,,,,,,,,8.0,"Experimental documentary using archival footage, artistic subject",False,llm_only
tt0276778,https://www.imdb.com/title/tt0276778/,"L'arrivée du ministre des Colonies à Banana, Boma et Matadi",movie,1910.0,,False,,,BE,BE,zxx,zxx,,,"François Evenepoel, Léon Reinelt",,,,,,,Le Cinématographe des Colonies,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,"Early experimental cinema, documentary form, avant-garde era",False,llm_only
tt0107538,https://www.imdb.com/title/tt0107538/,Media Flux,movie,1993.0,,False,,,AT,AT,de,de,,,Manu Luksch,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"Austrian experimental work, avant-garde media deconstruction.",False,llm_only
tt1240504,https://www.imdb.com/title/tt1240504/,Secte pornographique,movie,1982.0,80.0,True,,,FR,FR,fr,fr,,"Brigitte Verbecq, Danielle Troger, Barbara Moose, Hervé Amalou, Alban Ceray",Henri Sala,,,,,Adult,"sex, hardcore",,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,"Experimental French adult film, 1982, limited distribution, auteu",False,llm_only
tt0053976,https://www.imdb.com/title/tt0053976/,Jungfrukällan,movie,1960.0,89.0,False,8.0,32296.0,SE,SE,"sv, de",sv,The Virgin Spring,"Max von Sydow, Birgitta Valberg, Gunnel Lindblom, Birgitta Pettersson, Axel Düberg",Ingmar Bergman,Ulla Isaksson,"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way.","Set in creepy 14th century Sweden, it is the sombre, powerful fable of wealthy land-owning parents whose daughter, a young virgin, is brutally raped and murdered by goat herders after her half sister has invoked a pagan curse. By a bizarre twist of fate, the murderers ask for food and shelter from the dead girl's parents, who, discovering the truth about their erstwhile lodgers, exact a chilling revenge.","The Virgin Spring tells the story, set in medieval Sweden, of a prosperous Christian whose daughter, Karin (Birgitta Pettersson) is appointed to take candles to the church. Karin is accompanied by her pregnant foster sister, Ingeri (Gunnel Lindblom), who secretly worships the Norse deity Odin. Along their way through the forest on horseback, the two part, and Karin sets out on her own.

Ingeri encounters a one-eyed man at a stream-side mill, converses briefly with him, and then flees in terror. Karin meets three herdsmen (two men and a boy), and invites them to eat her lunch with her. Eventually, the two older men rape and murder Karin (while Ingeri watches from a hidden distance). The trio then leave the scene with Karin's clothing.

The herders then, unknowingly, seek shelter at the home of the murdered girl. Her parents, played by Max von Sydow and Birgitta Valberg, discover that the goat herders murdered their daughter when the goat herders offer to sell Karin's clothes to her mother. In a rage, the father locks the trio in the chamber and kills them.

The next day, the parents set out to find their daughter's body, with the help of Ingeri. Her father vows that, although he cannot understand why God would allow such a thing to happen, he will build a church at the site of his daughter's death because his conscience is forcing him to atone. As her parents lift her head from the ground, a spring begins to flow from where she was lying. Her sister Ingeri then begins to wash herself with the water, and Karin's parents clean her muddied face.",Drama,"revenge, religious faith, rape and revenge, virgin, death of daughter, medieval times, one word title, based on folk song, 14th century, girl, folk horror, water spring, unwed pregnancy, legend, norse mythology, norse god, germanic mythology, swedish lifestyle, rapist, sweden, rape of a virgin, scandinavia, eastern scandinavia, teensploitation, sexualization of children, sexualization of minors, slow cinema, pubic hair, catholic family, reference to a church, crying woman, throne, women's clothing, fire pit, toad, raped outdoors, virgin girl, goat herder, lust, one eyed man, reference to odin the norse deity, jealous woman, knife as weapon, murder of daughter, bare chested male, whipped with a tree branch, pagan god, mute man, rich landowner, mouth harp, servant girl, mill house, amputated finger, voyeur, creek, ritual bath, sword, stolen clothing, birch tree, allegory, tragedy drama, supernatural drama, existential loneliness, death, farm, candle, stepsister, shelter, prayer, half sister, farmer, vomiting, remade, stabbed with a knife, snowing, premonition, old man, left for dead, husband wife relationship, fancy dress, slapped in the face, butcher knife, bathhouse, fight, boy, woodsman, witness to a crime, virginity, vengeance, tree branch, torture of child, symbolism, stabbed to death, stabbed in the throat, stabbed in the neck, redemption, panic, occult, nihilism, mourning, morality, moral choice, misunderstanding, loss of innocence, horseback riding, hit on the head, hermit, head wound, good versus evil, crucifix, corpse, confession, catholicism, brutality, blood, beaten to death, religion, guilt, witchcraft, forest, male nudity, idolatry, bathing, miracle, picnic, murder of a child, teenager, father daughter relationship, mother daughter relationship, rape culture, eastern europe, swedish rape culture, scandinavian rape culture, bread","Janus Films, Svensk Filmindustri, Athos Films, Europa Filmverleih, Internazionale Nembo Distribuzione Importazione Esportazione Film (INDIEF), Elga Films, Chamartín, Curzon Film Distributors, British Empire Films Australia, Artkino Pictures, Public Broadcasting Service (PBS), Tartan Video, Stiftelsen Svenska Filminstitutet, SF Home Entertainment, Kinowelt Home Entertainment, Gutek Film, The Criterion Collection, Palisades Tartan, New Star, Carlotta Films, Cinemacguffin, Leopardo Filmes, Stiftelsen Svenska Filminstitutet, Carlotta Films, Weird Wave, BIFO/Splendid, Epoca, Leopardo Filmes, Olive Films, The Criterion Collection, Versátil Home Vídeo, Svensk Filmindustri (SF), Svensk Filmindustri (SF), Chimney Pot, Marsmotel AB, Cinepost Studios, AGA-Baltic, Cannes Film Festival, Eclair Group",11656.0,0.0,700000.0,1.1354,7.846,669.0,sv,Ravished innocence... brings terrible revenge!,Released,Swedish,SE,8.0,33728.0,876.0,230.0,208.0,360.0,772.0,2182.0,5879.0,10714.0,6814.0,5693.0,,,,,,,,,,,,,,,,9.0,Bergman's allegorical medieval parable with psychological depth a,True,both
tt1579577,https://www.imdb.com/title/tt1579577/,Inaugurazione del monumento ai caduti di Andretta,movie,1928.0,,False,,,IT,IT,"zxx, it",zxx,,,,,,,,Documentary,"1920s, year 1928, 20th century","Napoli Film, Napoli Film",,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,"Experimental silent documentary, avant-garde form prioritizes art",False,llm_only
tt7413918,https://www.imdb.com/title/tt7413918/,Irma la masseuse,movie,1983.0,57.0,True,,,FR,FR,fr,fr,,"Jacky Arnal, Dominique Irissou, Cathy Ménard, Cathy Dupré, Gabriel Pontello",José Bénazéraf,,,,,Adult,"hardcore, sex",Thanatos,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Experimental adult cinema with auteur vision,False,llm_only
tt0128255,https://www.imdb.com/title/tt0128255/,Holozän,movie,1992.0,91.0,False,7.3,20.0,"CH, DE",CH,de,de,,"Erland Josephson, Sophie Duez, Elvezia Barzan","Heinz Bütler, Manfred Eicher","Heinz Bütler, Manfred Eicher, Max Frisch","Threatened by a storm, an old man is stuck in the Ticino mountains. In fear of losing his memory, he begins to collect things that should not be forgotten.",,,Drama,"fear, man, based on novel","Rialto Film AG, Metropolis Film World Sales, Al Castello, ECM, George Reinhart Productions, Televisione Svizzera Italiana (TSI)",366833.0,0.0,0.0,0.1541,0.0,0.0,de,,Released,"English, German",CH,7.2,23.0,2.0,0.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,6.0,,,,,,,,,,,,,,,,8.0,"Experimental narrative about memory and mortality, auteur-driven ",False,llm_only
tt0056291,https://www.imdb.com/title/tt0056291/,Nóz w wodzie,movie,1962.0,94.0,False,7.4,24079.0,PL,PL,pl,pl,Knife in the Water,"Leon Niemczyk, Jolanta Umecka, Zygmunt Malanowicz, Anna Ciepielewska, Roman Polanski",Roman Polanski,"Jakub Goldberg, Roman Polanski, Jerzy Skolimowski, Jerzy Skolimowski","A couple pick up a hitchhiker on the way to their yacht. The husband invites the young man to come along for their day's sailing. As the voyage progresses, the antagonism between the two men grows. A violent confrontation is inevitable.","Well off Andrzej and Krystyna's marriage is at a stage where familiarity breeds contempt, that contempt which is outwardly shown only behind closed doors and only when an incident of some sort sets off one or the other. While driving through the countryside on a Sunday on their way to the lake to embark on an overnight sailing excursion, they almost run over a young male hitchhiker. Despite the antagonism between Andrzej and the hitchhiker, Andrzej offers him a ride as far as the marina. By the time they reach the lake, their antagonism has dissipated enough that Andrzej asks if he would like to join them on their sailing trip. The hitchhiker accepts despite knowing nothing about sailing. As the sailing trip progresses, the antagonism between the two men begins to increase again, fueled on both sides as each strives to be the alpha male. Andrzej needs to show his superiority, while the hitchhiker needs to show that his young age and inexperience, not only with sailing but with life in general, do not make him any less of a man in comparison. Later incidents demonstrate that their relationship may have been different if Krystyna was not in the picture. The hitchhiker's pocket knife, seemingly his most prized possession on his person, becomes a symbol of that power struggle between the two men. If the three emerge from their sailing trip alive, they may be forever changed by their encounter.","While driving early one morning on their way to a boat outing Andrzej (Leon Niemczyk) and his young somewhat homely wife Krystyna (Jolanta Umecka) nearly run down a Young Boy (Zygmunt Malanowicz) who is hitchhiking. Andrzej initially acts belligerent towards the Young Boy but gives him a ride to the marina. Once there Andrzej asks the Young Boy aboard the boat and the three move out into the still waters of Olszryn, Poland. While spending the day together Andrzej bullies the Young Boy into laboring as a deck hand, while Krystyna slowly transforms into a beautiful women. As male egos collide, the Young Boy wants to be taken back to shore but Anrzej refuses and the ship grounds in the shallows. When they get the boat back to deeper water the wind has stopped and the three spend the night quietly but the next day a fight erupts with Andrzej throwing the Young Boy off the boat to drown. When Krystyna confronts Anrdzej he swims ashore unaware that the Young Boy returns to the boat for possible revenge.","Drama, Thriller","hitchhiker, competitiveness, young man, alpha male, masculinity, male pride, bare chested male, directorial debut, sailboat, writer, swimming, nudity, marital problem, cruelty, college student, anecdote, aggression, switchblade, female nudity, sexuality, pride, mast, male dominance, humiliation, polish, poland, young woman, voyage, crossroads, man overboard, hitchhiking, university student, marina, sunbathing, bravado, tension, blade, buoy, confession, windshield wipers, swimsuit, competition, woman wears a bikini, woman wears eyeglasses, lake, co written by director, husband wife estrangement, leverage, burned hand, boat captain, newspaper columnist, towing a boat, paddling boat, asserting dominance, reference to drowning, sudden gust of wind, grounded ship, shallow water, running aground, buzzing insect, jealous husband, hand pump, toxic masculinity, pick up sticks, psychological drama, barefoot, reference to a drowning, halyard, barking orders, knocked into the water, portable radio, bluff, woman slaps a man, implied casual sex, passionate kiss, ambiguous ending, prized possession, trip goes wrong, forfeit, removing one's clothing, knife throwing, fistfight, marital discord, swimming fully clothed, reference to police station, female rear nudity, cheating wife, couple, husband, young, man, invitation, heavy rain, downpour, skipper, hiding","Kanawha, Centrala Wynajmu Filmów, British Film Institute (BFI), Les Films de la Pléiade, Suomi-Filmi, Svensk Filmindustri, Syncron Film, Towa., National Educational Television (NET), Italcid, Public Broadcasting Service (PBS), Home Vision Entertainment (HVE), The Home Cinema Group, NHK-BS2, Pioneer LDC, MRA Entertainment Group, The Criterion Collection, Odeon Entertainment, Pierrot Le Fou, Kadokawa Shoten Publishing Co., Carlotta Films, Arthaus, Arthaus, Bibliotheque, Fox Video, RKV, Zespol Filmowy ""Kamera""",11502.0,0.0,0.0,0.9664,7.278,468.0,pl,"Acclaimed by all! Roman Polanski's tense, ironic Drama!",Released,Polish,PL,7.4,25055.0,246.0,164.0,227.0,448.0,996.0,2730.0,6715.0,7888.0,3350.0,2291.0,,,,,,,,,,,,,,,,8.0,"Polanski's psychological tension, minimalist narrative, auteur vi",False,llm_only
tt0232478,https://www.imdb.com/title/tt0232478/,Promithefs desmotis,movie,1927.0,,False,6.0,9.0,GR,GR,zxx,zxx,,"Thanos Bourlos, Dora Stratou, Popi Rigopoulou, Elli Grigoriadou",Dimos Vratsanos,"Aeschylus, Angelos Sikelianos","A short documentary about the theatrical performance of Aeschylus' ""Prometheus Bound"", which was presented at the Delphic Festivals. The first record of Aggelos Sikelianos' efforts to present ancient Greek tragedy in an ancient theatre.","Prometheus, punished by Zeus, is chained to a mountain of Caucasus by god Hephaestus. There he starts to mourn for his tortures and narrate his story. Later, Io, with whom Zeus is in love, visits him, and he predicts the birth of a hero who will dethrone the king of the gods.",,Drama,"prometheus the greek minor deity, zeus the greek deity, greek mythology, tragedy, based on greek myth, based on mythology, caucasus, chained, prometheus, titan, filmed theatre, bound in chains, delphi greece, greek tragedy, based on greek tragedy, based on play, character name in title",Ancient Drama Organisation,,,,,,,,,,,,6.0,10.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,9.0,Experimental 1920s avant-garde documentation of ancient theatrica,False,llm_only
tt24854610,https://www.imdb.com/title/tt24854610/,The Proof of the Pudding,movie,2022.0,100.0,False,7.1,20.0,NL,NL,nl,nl,,,"Patrick Minks, Jaap Veldhoen",Patrick Minks,"Portrait of laureate architect Herman Hertzberger as a passionate, humorous, and modest man whose vision on what architecture means for people and society is valuable to this day.",,"Laureate architect Herman Hertzberger is still going strong at 90. His most iconic building, 'Centraal Beheer' in Apeldoorn from 1972, will undergo a transformation from an abandoned office building into contemporary, sustainable spaces for housing, offices, and leisure. Hertzberger calls this transformation 'the proof of the pudding', as his structuralist ideals from the 60s and 70s intended buildings to be flexible and sustainable. But is the present day still receptive to his vision? What prevails? Profitable square meters or space for people? On the eve of the transformation of Herman Hertzberger's Centraal Beheer building in Apeldoorn, filmmaker Patrick Minks revisits Hertzberger and his design to take stock of the legacy of the iconic building and to consider its future. The title is derived from Hertzberger's claim that the transformation will be 'the proof of the pudding'. A successful transformation will finally reveal the value of what Hertzberger considers the core tenet of Structuralism: its adaptability. Known as the first democratic office building, Centraal Beheer was celebrated for its in-between spaces, where office workers could claim space and interact with one another. Yet it is these social spaces that limit the buildings appeal to project developers, for these spaces resist commodification. Will Hertzberger be able to deliver a plan that maintains the integrity of his design while winning over the investors? The Proof of the Pudding is an engaging look at an architect working to maintain his ideals and his legacy.",Documentary,"art documentary, man","Cinema Delicatessen, Stichting Jura Filmproductions",1081670.0,0.0,0.0,0.0663,0.0,0.0,nl,,Released,Dutch,NL,7.2,23.0,0.0,0.0,1.0,2.0,1.0,2.0,6.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,7.0,"Biographical documentary with artistic focus, auteur perspective ",True,rule_only
tt5053166,https://www.imdb.com/title/tt5053166/,Cenotaph,movie,2013.0,63.0,False,,,LT,LT,lt,lt,,,Audrius Stonys,Audrius Stonys,"The story of a grave under the roots a big oak. Three unknown soldiers rest in it- two Russians and a German. After more than 70 years, a group of archaeologists decided to go on a quest to explore this.",,,Documentary,grave,Studio Uljana Kim,726702.0,0.0,0.0,0.0,5.0,1.0,lt,,Released,"German, Lithuanian",LT,6.5,7.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,8.0,"Documentary with philosophical inquiry about memory, death, and h",False,llm_only
tt0121157,https://www.imdb.com/title/tt0121157/,Cela s'appelle l'aurore,movie,1956.0,102.0,False,6.8,959.0,"FR, IT",FR,"fr, it",fr,,"Georges Marchal, Lucia Bosè, Julien Bertheau, Jean-Jacques Delbo, Simone Paris",Luis Buñuel,"Emmanuel Roblès, Luis Buñuel, Jean Ferry, Jean Ferry","On a Mediterranean island, an honorable doctor hides a hunted criminal. The doctor is soon hunted by a police commissioner.","The wife of a physician who diligently cares for the poor, grows weary of their dull South France factory town and pressures her older husband to move to glorious Nice, on the Mediterranean. Dr. Valerio particularly empathizes with Sandro, the farm foreman for the town's wealthy factory owner, Gorzone. Sandro's preoccupation with caring for his ill wife, Magda, angers Gorzone. As the only local physician, will compassionate Valerio abandon his patients, and give in to his young wife's bourgeois values?",,Drama,"1950s, medical doctor, married couple, unhappy wife, extramarital affair, turtle, italian woman, death of wife, fired from a job, war veteran, reference to paul claudel, reference to don quixote, adultery, landowner, based on novel, bastia france, claim in title, title same as book, corsica, work accident, police, doctor","Les Films Marceau, ARTE, ARTE, Gaumont/Columbia TriStar Home Video, Gaumont/Columbia TriStar Home Video, Kinokuniya, TF1 International, TF1 Studio, TF1 Studio, TF1 Vidéo, Éditions René Chateau, Les Films Marceau, Laetitia Film, Decca Records, Hortensia",,,,,,,,,,,,6.8,1019.0,31.0,8.0,18.0,35.0,83.0,197.0,321.0,172.0,68.0,86.0,,,,,,,,,,,,,,,,8.0,Buñuel's philosophical drama with moral ambiguity and humanist th,False,llm_only
tt9756092,https://www.imdb.com/title/tt9756092/,Moco Fictions,movie,2009.0,90.0,False,,,FR,FR,fr,fr,,Jean-Claude Mocik,Jean-Claude Mocik,Jean-Claude Mocik,,,,,experimental film,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"French auteur film, experimental approach, limited IMDb recogniti",False,llm_only
tt0830198,https://www.imdb.com/title/tt0830198/,Rimini Lampedusa Italia,movie,2004.0,78.0,False,,,IT,IT,it,it,,,Marco Bertozzi,Marco Bertozzi,,,,Documentary,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,"Documentary with auteur vision, formal experimentation, social th",False,llm_only
tt0107652,https://www.imdb.com/title/tt0107652/,La naissance de l'amour,movie,1993.0,94.0,False,6.9,506.0,"FR, CH",FR,fr,fr,The Birth of Love,"Lou Castel, Jean-Pierre Léaud, Johanna ter Steege, Dominique Reymond, Marie-Paule Laval",Philippe Garrel,"Muriel Cerf, Marc Cholodenko, Philippe Garrel",,"Middle-aged artists provide the focus of this drama. The story is set in Paris around the time of the Gulf War. Paul, an actor leading a drab directionless existence, has an affair with Ulrika, a woman half his age. His wife, with whom he constantly argues, is pregnant with their second child. He does not interact much with his teenage son. Much of the film centers around the emptiness of his life.",,Drama,,"Noon Pictures, Pan Européenne Distribution, Eliza, Filmladen, Bitters End, Prodimag, Why Not Productions, Vega Film, La Sept Cinéma, Département Fédéral de l'Intérieur, Maison des Écrivains, Society of Authors, Composers and Publishers of Music (SACEM), Televisione Svizzera Italiana (TSI)",84003.0,0.0,0.0,0.2998,6.2,16.0,fr,,Released,French,"FR, CH",6.9,518.0,8.0,15.0,16.0,21.0,44.0,88.0,116.0,101.0,53.0,56.0,,,,,,,,,,,,,,,,8.0,"Garrel's minimalist aesthetic, poetic narrative, auteur vision.",False,llm_only
