titleId,ml_rating_count,ml_rating_mean,ml_rating_std,ml_rating_median,ml_rating_0_5,ml_rating_1_0,ml_rating_1_5,ml_rating_2_0,ml_rating_2_5,ml_rating_3_0,ml_rating_3_5,ml_rating_4_0,ml_rating_4_5,ml_rating_5_0,ml_tags
tt0114287,12868,3.5291420578178427,0.942200426453472,3.5,74,319,86,757,366,4059,844,4293,308,1762,"18th century, Scotland, sword fight, sword fighting, Jessica Lange, Liam Neeson, Western, hulu, atmospheric, earthy, literate, passionate, rousing, sweeping, tense, Can't remember, adventure, biography, history, not interesting, Unremarkable, watch, rape, highlands, scotland, scottish highlands, violent man, tribal, DVD-Video, POT_ESTAR_BE, One of my favorites, honor, kilts, Brian McCardie, John Hurt, soundtrack: Carter Burwell, Tim Roth"
tt0061395,3382,3.794795978710822,0.9151504078139338,4.0,7,61,14,138,43,796,227,1201,193,702,"double life, BDSM, disgust, sex, women, the best of, DOUBLE LIFE, enigmatic, EXTRAMARITAL AFFAIRS, PROSTITUTES, satirical, sexy, stylized, witty, wry, Catherine Deneuve, GeneviÃ¨ve Page, Jean Sorel, Luis BuÃ±uel, 1960s, Luis Buñuel, plot twist, visually striking, Yves St. Laurent wardrobe, Bunuel, holes60s, masochism, based on a book, prostitution, confusing, 20th century, absurdism, adultery, ambiguous ending, attempted murder, based on novel, beach, bedroom, belt, birthmark, black leather coat, blindness, blonde, bondage, boredom, bouquet, broken glass, brothel, brothel madam, camera shot of feet, car accident, card playing, casket, castle, champagne, character name in title, cherry brandy, cigarette smoking, clandestine, coach, coma, criminal, Criterion, crossword puzzle, cult film, dare, daydream, death, decadence, doctor, dominatrix, dream, dual identity, enigma, erotica, face slap, fantasy, fantasy sequence, female nudity, female rear nudity, fireplace, foot closeup, france, french maid outfit, gangster, girl, gun shot, hesitation, hole in sock, horse and buggy, hotel, humiliation, husband wife relationship, implied pedophilia, independent film, infidelity, jealousy, leather coat, lesbian innuendo, lingerie, little girl, love, male female relationship, male to female footsie playing, marriage, masochist, modesty, mud, murder, necrophilia, newlywed, no music, nudity, paralysis, paris france, park, peep hole, pelted with mud, perverse, pimp, pimp cane, playing footsie, police, police officer, prostitute, prostitute wife, prudishness, psycho sexual, rain, rear nudity, reference to pedophilia, satire, scar, school girl, schoolgirl, see through dress, semiautomatic pistol, sex scene, sexual fantasy, sexual humiliation, sexual perversion, sexuality, shot to death, shovel, shower, ski resort, stalker, sunglasses, surgeon, surrealism, sword cane, taxi driver, taxi ride, teeth, title spoken by character, unfaithful wife, unreliable narration, urban decadence, whipping, white bra and panties, wife husband relationship, woman wears a bra and panties, women's sexual identity, woods, ohsoso, Nudity (Rear), BD-R, CLV, library vhs, surreal, criterion, Best Performance:  CAtherine Deneuve as Severine Serizy, Drama, etaegeshelf"
tt0058450,1837,3.7806205770277628,1.0403331575638075,4.0,10,60,16,96,44,330,125,586,135,435,"bittersweet, French, perrot library, Made me cry, musical, notable soundtrack, lavish, lyrical, passionate, stylized, sweet, wistful, 1960s, Love , teenage love, Bernard Evein, Eastmancolor, groundbreaking, Jacques Demy, melancholy, Michel Legrand, romantic, The Fictional World of Jacques Demy, the one that got away, visually precious, Criterion, Golden Palm, breakthroughs, Catherine Deneuve, saturated, car mechanic, marriage, pregnancy, war, catherine deneuve, 1950s, algerian war, aunt, aunt nephew relationship, auto mechanic, auto repair, bar, bed ridden, bicycle, blizzard, cafe, carmen opera, carnival, catholic church, chapter headings, cherbourg normandy, city in title, city name in title, class differences, coastal town, color, color motif, cult film, death of aunt, drafted, famous score, first love, france, french military, french new wave, french soldier, funeral, garage, gas station, homecoming soldier, invalid, jazz score, jeweler, letter, love, love triangle, male female relationship, mechanic, military draft, military service, mother and daughter compete for man, mother daughter relationship, motor mechanic, necklace, normandy, normandy, france, nouvelle vague, oblivion, opera, passage pommeraye, place name in title, plans for the future, postman, pregnant, premarital sex, prostitute, quitting a job, railway station, rain, raining, rainstorm, reading letter, reference to marilyn monroe, sailors, saying goodbye, separation, shop, shop owner, single, single mother, slip the undergarment, small business, small shop, snow, snowing, suitcase, suitor, teenage girl, title appears in writing, title spoken by character, title sung by character, train, train station, umbrella, uniform, unwanted pregnancy, voice over letter, war injury, wedding, wedding ceremony, wedding ring, widow, year 1957, year 1958, year 1963, young lovers, BD-R, BD-Video, DVD-R, DVD-RAM, eye candy, on dvr, shop (establishment), France, French Film, Nino Castelnuovo, facebook rec, vday, interest, La La Land, recitative"
tt0112679,5936,3.5347035040431267,0.8857527251842784,4.0,19,122,27,315,116,2110,231,2200,57,739,"irish, Ireland, Irish, to see: chick flick, friendship, Chris O'Donnell, Minnie Driver, forbidden love, independent film, moral conflict, CLV, ireland, etaege, chick flick"
tt0110413,41846,4.093760455001672,0.8062054828357682,4.0,116,285,107,801,559,4782,3723,13338,7198,10937,"atmosphere, awkward romance, dark romance, Gary Oldman, Jean Reno, love story, Luc Besson, assassin, French, great acting, hitman, Natalie Portman, quirky, unique, Tumey's To See Again, Eric's Dvds, Cinéma du look, disturbing, Action, assassination, corruption, crime, drama, friendship, humorous, organized crime, police, police corruption, assassin-in-training, assassins, dark hero, Guns, hit men, love, rewatch, touching, beautiful, murder, unconventional friendship, Lolita theme, seen more than once, director's cut is better, French director, pedophilia, humane, understated, dvd, mine, Great Storytelling, soundtrack, estrangeinro, easily confused with other movie(s) (title), rating very dependent on version, loneliness, harsh, slick, tense, visceral, Do kupienia, mental illnesses vs. sanity, natalie portman with bob haircut, dirty cops, predictable, die hard scenario, complex relationship, dark protagonist, imdb top 250, plot, unlikely friendships, questionable hero, good cinematography, forbidden love, girl blossomi, child actress, contract killer, Director: Luc Besson, distinct directing style, drugs, emotional, girl, guns, immigrant, Italian, killer-as-protagonist, little girl, loss of loved one, milk, naive characters, new york, New York City, police brutality, revenge, revenge as motive, s.w.a.t., sad ending, shooting, somewhat awkward, stylized, thriller, Writer: Luc Besson, young girl, younger woman-older man relationship, unlikely, child actor, Sisters' Night In, Visually Striking, Elizabeth Regen, Ellen Greene, R, intense, creepy, action, gary oldman, fran , holes90s, Bechdel Test:Pass, Revenge , luc beson, Intense , scope, acting debut, great villan, cult film, neighbor, neo-noir, tragic love, training, Disturbing , over the top, jean reno, luc besson, pedophilic, sniper, BD-Video, DVD-Video, Ei muista, bathroom, bolt cutter, champagne, director-screenwriter, girl killed, hand grenade, R:language, R:scenes of strong graphic violence, Rate Your Music top pick, Seen 2018, strong, uncut version, DEA, Italian-American culture, seen 2021, no women no children, Classical, Oscar, Slow, need to buy, gritty, cinematography, owned, 4k, Sniper, Portman"
tt0111507,5896,3.901628222523745,0.8999052225153455,4.0,25,102,21,162,88,1040,475,2126,515,1342,"humanistic psychology, antihero, criminal, dark comedy, fake death, revenge, unrelatable protagonist, 3.5, foreign, beautiful, touching, sequel, divorce, eastern europe, enigmatic, impotence, masculinity, sexual frustration, biting, cynical, ironic, satirical, wry, Criterion, Three Colors trilogy, Bibliothek, not as dreamy, marriage, poland, rewatch, airplane, airport, armed guard, arrest, arson, automated teller machine, baggage, baggage claim, baggage handler, bare chested male, beating, beating victim, beautician, beauty salon, bed, begging, binoculars, bird droppings, black comedy, blank bullet, blood, bodyguard, boxer shorts, bride, bridge, broth, brother brother relationship, bruise, burial, business, business deal, business man, business partner, businessman, busking, bust sculpture, cane, car, card game, card trick, cemetery, character says i love you, chasing a car, cheating, christmas tree, church, cigarette lighter, cigarette smoking, civil court, coffin, coin, color, comb, company owner, confidence artist, consulate, conveyor belt, corpse, corruption, court, courtroom, credit card, cruelty, crushed head, crying, cuckold, currency exchange, curtains on fire, dead body, death, death certificate, desertion, destitute, diploma, divorce court, doublecross, elderly man, equality, erotica, ex husband ex wife relationship, executor, f word, fable, faked arson, faking one's death, fax, fire, flashback, framed for murder, franc, friend, friendship, frozen assets, frozen river, funeral, garbage dump, gas mask, getting rich, gift, grave, graveyard, guard, gun, gun held to chest, hair salon, hair stylist, hairdresser, hand on crotch, handgun, handkerchief, hearse, hide in a suitcase, hiding, hired assassin, hit in the face, holding a gun to someone's head, holding hands, hole, homeless, hong kong china, hotel room, humiliation, husband wife relationship, injury, interpreter, intrigue, jam, judge, key, kiss, land deal, land sale, language lesson, last will and testament, lawyer, loan, long hair, longing, lost luggage, luggage, male hairdresser, map, memory, metro, money laundering, murder, neon sign, nightmare, obsession, obsessive love, orgasm, padlock, pain, panhandling, paper shredder, paper tissue on a comb, paris france, paris metro, part of a trilogy, part of trilogy, partner, passport, pay phone, penniless, person in a suitcase, phone sex, pickup truck, pigeon, pistol, police officer, polish immigrant, polish man, pretending to sleep, prison, punched in the face, rags to riches, rebirth, reference to brigitte bardot, reference to charlie chaplin, reflection, return home, river, robbery, scam, scissors, search warrant, second in trilogy, second part, second part of trilogy, sex, sex scene, shaving, shivering, shredding a passport, sign language, silhouette, sleeping, sliding on ice, slow motion, smuggling oneself in a suitcase, snow, spinning a coin, statue, stolen suitcase, stolen trunk, strangulation, street market, subway, suicide attempt, suitcase, summons, surrealism, swallowing a key, tear gas, telephone book, telephone booth, telephone call, theft, thief, ticket agent, toilet stool, tomb, trial, trunk, typewriter, unconsummated marriage, underwear, vengeance, vodka, vomiting, warsaw poland, washing hair, wealth, wedding, wedding day, wife abandonment, wife desertion, written by director, Krzysztof Kieślowski, BD-R, CLV, Kieślowski, BFI modern classic, memasa's movies, on dvr, white, Three Colours trilogy"
tt0111282,35215,3.3812295896634956,0.9459612859685375,3.0,197,1062,270,2882,1131,12557,2978,9259,1224,3655,"sci-fi, action, aliens, ancient egyptians, archaeology, Egyptian Mythology, Kurt Russell, mythology, Stargate, wormhole, alien technology, ridiculous plot, ancient aliens, ancient egypt, atmospheric, bad science, dull, egypt, egyptology, first contact, James Spader, military, outer space, overrated, pyramids, smart, space, terrible writing, time travel, tv series is much better, violence, Egypt, sci fi, science fiction, guilty pleasure, lavish, rousing, slick, sweeping, tense, Bibliothek, jb's dvds, watch-again, seen at the cinema, again, androgyny, death of son, egyptian mythology, hieroglyph, invented language, nuclear weapons, shot to death, space travel, space western, teleportation, timebomb, uprising, time-travel, extraterrestrial civilization, extraterrestrial life, CLV, PG-13:sci-fi action violence, own, Jaye Davidson, cult film, religion, exciting, War, conlang"
tt0104779,1807,3.4358052019922525,1.0387171051307458,3.5,7,91,12,159,48,505,153,507,91,234,"erotic, passionate, disturbing, Hugh Grant, Nudity (Topless - Notable), Nudity (Topless), Roman Polanski, black comedy, Kristin Scott Thomas, BDSM, nudity (topless), cruise, eroticism, longing, marriage crisis, married couple, paralysis, sadomasochism, voyeurism, wheelchair, relationship, Disturbing "
tt0106582,25769,3.0520974814699833,0.9278289416606829,3.0,269,1195,468,3058,1255,11506,1434,4992,201,1391,"remember from childhood, action, action packed, Renny Harlin, Sylvester Stallone, Clint Eastwood, good action, kickass action flick, mountain climbing, watch-fully, accidental death, deception, heist, helicopter, John Lithgow, organized crime, snow, wilderness survival, winter, sexist, colorado, money, mountains, wintry, hijacking, airplane, climbing, mountain, rocky mountains, suitcase, 70mm, Anamorphic Blow-Up, CLV, Ei muista, hero kills a woman, Action, Explosions, Thriller, Director: Renny Harlin, Writer: John Long, Writer: Michael France, Writer: Sylvester Stallone"
tt0107096,757,3.2655217965653898,0.9786950866364311,3.0,4,30,6,95,16,275,48,201,12,70,"Marines, Vietnam, Vietnam Trilogy, Vietnam War, Oliver Stone, biography, dog, immigrant experience, vietnam, vietnam war, cinematographer:Robert Richardson"
tt0107616,14593,3.8817926403069967,0.9102995693492048,4.0,59,187,71,469,259,2952,963,5282,742,3609,"beautiful, comedy, Denzel Washington, Emma Thompson, feel good movie, great movie, Kate Beckinsale, Keanu Reeves, romance, Shakespeare, witty, Tumey's VHS, Robert Sean Leonard, banter, Kenneth Branagh, uneven acting, English, Romance, ensemble cast, great casting, great story, quirky, own, Playlist, seen part of, based on a play, rewatch, 1590s literature on screen, 16th century, 16th century literature on screen, adoration, adult on a swing, antipodes, ass, bachelor, back massage, bare butt, bare chested male, barefoot male, based on play, based on play or musical, bastard, bathing together, battle of the sexes, battle of wits, black leather, bondage, breaking the fourth wall, bride and groom, british humoristic literature on screen, british literature on screen, british renaissance, brother brother relationship, bugle, bull, bumbler, camera shot of a man's bare feet, camera shot of bare feet, camera shot of feet, celebration, chained, chained hands, chained man, chained to a wall, chained to wall, church bell, clothes line, constable, consumption, count, countryside, courtship, cousin cousin relationship, cross, crying, dance, dance scene, dancer, dancing, death, deception, directed by cast member, directed by star, disgrace, dishonor, disloyalty, dog, duel, eavesdropping, endurance, espionage, european humoristic literature on screen, european literature on screen, face mask, false accusation, false report, father daughter incest, father in law son in law relationship, feast, female nudity, female rear nudity, fire eater, flute, folding chair, fortune, fountain, frame up, friar, friend, friendship, funeral, garden, governor, grapes, group of friends, hedge, heir, homecoming, honor, horse, horseback riding, humoristic literature on screen, husband wife relationship, imaginary animal, independent film, intrigue, italy, jealousy, jester, jumping into water, justice, kiss, lie, lightning, literature on screen, loathing, looking at oneself in a mirror, love at first sight, lover, male bare butt, male bondage, male female relationship, male frontal nudity, male male hug, male nudity, male objectification, male rear nudity, male star appears shirtless, man chained to a wall, man wears an open shirt, man wears leather pants, marriage, marriage engagement, mask, masked ball, masquerade party, massage, masseur, matchmaker, men bathing together, messina italy, mischief, mistaken identity, mistreatment, misunderstanding, mockery, montage, mother daughter relationship, mother son relationship, mourning, multi plot, musician, naked in public, naked outdoors, new love, nobility, noble, nudity, opposites attract, outdoor nudity, overhearing, padua italy, party, period piece, picnic, piper, politician, prank, presumed dead, priest, prince, public nudity, rage and hate, reference to william shakespeare, revenge, rhyme, rural setting, sadness, scheme, secretly observing, sensuality, set up, sexton, shakespeare, shakespeare play, shakespeare's much ado about nothing, shakespearean play, shared bath, shower, sighing, singer, singing, skinny dipping, slander, slow motion scene, social nudity, song, sonnet, spreading a rumor, stripping, suffering, supper, swing, taking a bath, taking off clothes, taking off pants, taking off shirt, tears, thunder, title same as book, trying on clothes, tuscany, uncle nephew relationship, uncle niece relationship, undressing, veil, venice italy, villa, villain, vineyard, virtue, vow of celibacy, wedding, wife and husband lead actors, wit, written and directed by cast member, stage, literature, want to own, cute, BD-R, CLV, NO_FA_GANES, adapted from:play, playwright:Shakespeare, Romance , btaege, clever, light-hearted, self-indulgent, song and dance"
tt0107756,1503,3.5019960079840318,1.0509630394248166,4.0,9,63,7,147,25,389,106,470,48,239,"gender identity, author:Virginia Woolf, gender, stylized, Tilda Swinton, transgender, to see: based on a book, based on a book, surreal, history, nudity (full frontal), Virginia Woolf, confusing, too long, 17th century, androgyny, based on novel or book, breaking the fourth wall, gender bender, london england, nobility, queen, queen elizabeth i, tudors, woman director, beautiful, interesting premise, Nudity (Full Frontal), BD-R, adapted from:book, feminism, Life, Sally Potter, Soundtrack, unique"
tt0106408,391,3.567774936061381,0.8755276272850673,4.0,1,10,1,17,4,135,15,155,7,46,"directorial debut, 1990s, beach, britain, comedy, domestic violence, hinduism, India, marriage, pregnancy, racism, sea, strippers, theatre, UK, independent film, indian lead, woman director"
